source_ko,target_en,predicted_en,BERTScore_F1,BERTScore_P,BERTScore_R,BLEU
"그러나 미스 유니버스 조직위는 24세의 이 러시아 미녀가 52년 역사상 처음으로 미스 유니버스 지위에서 면직되었다고 말했으나, 페도로바가 지위를 박탈당한 이유에 대해서는 해명하지 않았다.","The Miss Universe Organization, however, said the 24-year-old Russian beauty was fired the first time in the 52-year history, but the organization did not give an explanation as to why Fedorova was ousted.","but kremliner,, had never previously been seen for years to become the country s first championships.",-0.07005567848682404,-0.08269767463207245,-0.060849081724882126,1.0344594448019166
페도로바는 자신의 오랜 남자 친구와 결혼했을지도 모르며,Fedorova might be married to her longtime boyfriend and could be pregnant.,whose boys had brideve his own wife and her boyfriend s marriage.,0.06309697777032852,0.054212745279073715,0.06895219534635544,4.368583925857938
"美 증시에서 또 하루 하락세가 이어지고, 미국 경제에 대한 어두운 전망이 있은 이후에 아시아의 (주식) 시장들이 대부분 하락하고 있다.","Markets in Asia are broadly lower, following another down day on Wall Street and a gloomy outlook for the U.S. economy.","the asian stocks markets in most of the keys markets that have spread to their most major center, and that is in the united states, despite their asian strain",-0.01766480877995491,-0.1270769089460373,0.09336483478546143,1.6961343903963388
"다우 존스 산업 평균 지수가 7,683.13으로 189.02 포인트 하락하여 4년내 최저를 기록했다.","The Dow Jones industrial average fell 189.02 to 7,683.13, hitting a four-year low.","the dow jones industrial average fell. points, or. percent, to end, slipps.",0.06335266679525375,0.06216961890459061,0.061487551778554916,9.507244120026236
"나스닥 종합 지수는 1,182.17로 0.23 포인트 하락하여 6년내 최저 수준을 새로 기록했다.","The Nasdaq composite fell 0.23 percent to 1,182.17, hitting a new six-year low.","the nasdaq composite charts index closed at the end of the fourth inning, lost. points, or. percent, to close at the",0.005292132031172514,0.03722606971859932,-0.02942526899278164,2.16015243499944
도쿄의 니케이 지수는 9291.03으로 0.33 퍼센트 하락했다.,Tokyo's Nikkei is off 0.33 percent to 9291.03.,the tokyo s down advance. percent in the lost. percent of all ordinaries index slipped. percent.,-0.15126068890094757,-0.1312868744134903,-0.17478157579898834,2.276859592073037
한국의 코스피 지수도 661.55로 1.6 퍼센트 떨어져 하락세를 나타내고 있다. 홍콩에서는 약 0.5 퍼센트 하락했다.,"South Korea's Kospi is also in the red, Hong Kong is down about half a percent.","korea s kospi markets, percent of korea composite stock price index, to close percent. percent, to close at.....",0.07098449766635895,-0.007778587285429239,0.14917723834514618,3.07174900524196
과학의 발전으로 테러범들이 생물학 무기나 화학 무기로 수백만 명의 사람을 살해하는 것이 가능해졌다고 세계 보건 기구가 경고 했다.,"Scientific advances have made it possible for terrorists to kill millions of people with biological or chemical weapons, the World Health Organization warned.","the number of infects that, were infected by the journal of the two or three of those that terrorists in the distill weapons of eithers and were",-0.08827989548444748,-0.15706491470336914,-0.02113715372979641,2.089941024608428
이 기구는 국가들이 그러한 공격의 가능성에 대비할 것을 촉구했다.,The agency urged nations to prepare for the possibility of such strikes.,it said that they would like to be attacked by the attack.,0.25028446316719055,0.2094622254371643,0.2892775535583496,4.065425428798724
뉴욕과 워싱턴에 대한 공격에 뒤이어 테러범들이 농약 살포 비행기를 사용할 수도 있다는 우려 속에 미국 연방 정부 당국이 두차례나 농약 살포 비행기의 이륙을 금지시키던 시점에 WHO의 보고서가 나왔다.,WHO's report comes as U.S. federal authorities have twice grounded crop-dusting planes amid fears that terrorists could use them following the attacks on New York and Washington.,"washington cnn the united states, washington cnn the united states and washington are considering the u. s. federal reserve to washington because of their washington base",-0.007093258202075958,-0.07862036675214767,0.06318967044353485,3.020267263710359
"비록 그 위협(의 가능성)은 적지만, 그 잠재적인 영향력은 가히 파괴적인 것이다.","Even though the threat is small, the potential effects are devastating.","but it s about percent, but it said.",0.2111816704273224,0.15434175729751587,0.26667457818984985,3.696719741302181
"대도시에 있는 소수의 사람들이 병의 증세가 나타나는데 여러 날이 걸리는 병에 감염된다면, 그들은 자신들이 병에 걸렸다는 것을 깨닫기도 전에 더 많은 사람들을 감염시키게 될 것이다.","If a small number of people in a large city were infected with a disease that took several days to show itself, they would infect many more before they even knew they were ill.","it was a frequent cat in the presence of hearts that have spread to the disease whose experiences were found in the brain, but those diseases have not yet been",0.01782161183655262,0.02726520597934723,0.005230875685811043,1.7166045594814938
"큰 공항이 있는 도시에서 병이 발병한다면, 그 질병은 전세계로 번져 나갈 수도 있을 것이다.","If the outbreak came in a city with a large airport, the disease could go all over the world.","the airport is scheduled to have a. m. m., the city s busiest airport could have decided, said a newer of city in south carolina",0.04548231512308121,-0.04972119256854057,0.14123082160949707,3.712934101015684
WHO의 보고서는 이러한 생화학적 공격은 한 국가의 인적 자원을 쉽게 괴멸시킬 수 있기 때문에 여러 국가들이 협조해야 할 필요가 있다고 밝혔다.,The WHO report said countries needed to cooperate because an attack could easily overwhelm the resources of a single nation.,the report on the chinese nationals reported that the information is that s because of a report that the country s leading data said it would be the first time in a prelimina,-0.03381596505641937,-0.21042795479297638,0.1528644561767578,2.956164512438961
WHO는 또한 모든 국가들이 생화학 무기를 금지하는 유엔의 조약에 서명하고 이행할 것을 요구했다.,It also called for all countries to sign and enforce the U.N.’,"they are particularly vulnerabed for countries created, with organizations to recognize its foundation.",0.04726048558950424,0.039819758385419846,0.05161439627408981,3.47681086066992
"냉전 기간 중에, 미국과 이전의 소연방은 방대한 양의 세균전 무기를 만들었다.","During the Cold War, The United States and the former Soviet Union built vast germ-warfare stockpiles.","the united states and four days of a rarely replaced in the united states, a senior u. s. and four u. s. war, said",-0.0822690799832344,-0.0879695937037468,-0.08008461445569992,1.8564670505078416
7월에 부시 행정부는 생물학 무기 금지 조약을 시행하기 위한 협상에서 손을 떼었다.,"In July, the Bush administration pulled out of negotiations to enforce the biological weapons ban.",the bush administration hopes to be the only way to be taken to the beginning of the united states.,0.20511752367019653,0.15352141857147217,0.25512582063674927,2.996515740268936
"정부에 의한 이런 생화학 공격의 가능성은 세계의 일부 지역에서만 존재하지만, 테러 집단에 의한 공격의 위험성은 거의 어느 곳에나 존재하고 있다고 WHO는 밝혔다.","While the chances of attacks by governments exist in certain parts of the world, there is a danger of attacks by terrorist groups almost anywhere, WHO said.","but the most of these are closed, but most of the roughly targets in the predominantly part of the world s most dangerously terrorists, but they have be",-0.001912372070364654,-0.13674521446228027,0.13725177943706512,6.082055310628111
번역 :,A team of international researchers said they have found what could be the first proof of life beyond our planet,"they have also found, evidence of their frozen in the pulst, studying itself up.",0.08546695858240128,0.053225431591272354,0.11511039733886719,4.820951384145839
"이 우주의 미생물은 지구 상의 박테리아와 흡사하기는 하지만, 지구 대기권 경계 지점의 공기 샘플에서 발견된 이 살아있는 세포들은 지구에서 온 것이라고 하기에는 너무 멀리 떨어져 있다고 과학자들은 말했다.","Although the bugs from space are similar to bacteria on Earth, the scientists said the living cells found in samples of air from the edge of the planet's atmosphere are too far away to have come from Earth.","the earth is depicted discovery in a earth discovery, but the age of planet earth detection, is the planet discoverion scientists can understand the discoveries.",0.05622762441635132,0.07983054220676422,0.0298062302172184,1.506713360447854
"이 박테리아들은 로켓이나 위성에 실려 우주로 갔을 수도 있으며, 아니면 정말로 다른 행성에서 온 것일 수도 있다.",The bacteria could have hitched a ride on a rocket or satellite into space or they really could be from another planet.,"they are still alive, but it will likely be able to take a different from n. van, a third of the nation s space rockets",-0.01585061475634575,-0.014036053791642189,-0.020966658368706703,2.172054551709621
위크라마싱은 이 우주 미생물이 생명체가 세포나 포자의 형태로 외계로부터 왔을지도 모른다고 하는 포자 이론을 강력히 뒷받침해주는 것이라고 확신하고 있다.,which suggests that life may have come from outer space in the form of germs or spores.,aiko the space is also a rare law to study the lights back to the spacecraft may have been published into a waterway that the year old maybe also explain,-0.04074041172862053,-0.11167113482952118,0.028812970966100693,3.1221929756173616
"최근까지도 농지였던 곳에서 이글거리는 태양 아래, 인부들이 이제 곧 중국 최대 (공항) 중의 하나가 될, 인근의 홍콩에 있는 초현대식 시설보다도 규모가 큰 새 공항을 위해 강철을 용접하고 있다.","on what was recently farmland, workers weld steel for a new airport that soon will be one of the biggest in China, larger than even the ultra-modern facility in nearby Hong Kong.","streets in recent days, of their department s main airport told airports that are being made by a clear of a hong kong people in china, beijing",-0.04222757741808891,-0.042206503450870514,-0.0456392876803875,1.759544225619305
"급속히 발전하고 있는 중국 남부 광동성에 있는 바이윤 국제 공항이 23억6,000만달러의 투자로 2004년에 개항될 예정이며, 광조우市에 있는 오래되어 훼손된 시설을 대체하게 될 것이다.","The Baiyun International Airport in the booming southern Chinese province of Guangdong is scheduled to open in 2004 after an investment of US$2.36 billion, replacing Guangzhou city's older, dilapidated facility.","it is the first major airport in the southern port city of irra, where it will introduce a new percent in coming. million article.",0.1042078509926796,0.21872973442077637,-0.008113729767501354,2.9187578294004504
"이 새로운 공항은 처음에는 일년에 홍콩 (공항 이용 승객)의 3분의 1인 1,300만명의 승객을 다루게 될 것으로 예상되고 있지만, 관리들은 유휴 수용 시설이 오래 동안 사용되지 않을 것이라고는 예상하지 않고 있다.","The new airport is expected to handle 13 million passengers a year at first, excess capacity will be idle for long.","new jersey issues of a first visit to the first major airport first set at a first visit to the first major airports, which had a lost million of its airports.",0.05347507819533348,0.007788491901010275,0.09687201678752899,1.9452656464166465
"세네갈 여객선이 1,034명의 탑승자와 함께 폭풍우 속에서 침몰한지 수 일이 지난 오늘 일찍이 여러 척의 구조선박들이 감비아 공화국 연안 해역에 모여들어 생존자를 찾기 위해 노력하고 있다.","Rescue ships swarmed the waters off the Gambian coast trying to find survivors days after a Senegalese ferry sank in a storm with 1,034 people onboard.","the boat was rescued by the storm had passed through the media via its, to,., along with the six party men to shut down its yongbyon complex",-0.1297626495361328,-0.17521047592163086,-0.08718951791524887,1.877081263233555
"관리들은 65명만이 생존했으며, 300명 이상의 시신이 회수되었다고 말했다.","only 65 people survived, and more than 300 bodies had been recovered.",the official said more than people were killed and more than were injured.,0.3323073983192444,0.28739383816719055,0.3757854402065277,12.011055432195764
"파괴적인 태풍과 추석 연휴로 인해 식품 가격이 크게 상승하면서, 9월에 한국의 주요 물가 상승률이 잠정적으로 0.6% 상승했다.",South Korea's headline inflation rose a provisional 0.6 percent as food prices jumped due to devastating typhoons and Thanksgiving holidays.,industrials may between percent of both countries may between percent of both countries and industrial production are both in industrialized industrial average industrial.,-0.1636255830526352,-0.24191373586654663,-0.08660446107387543,2.0705706652424007
"백명 이상의 사망자를 내고 농작물에 피해를 입혔던, 한국에서의 수주일 동안의 태풍과 장마비가 소비자 물가를 크게 상승시킨 원인이 되었다.","Weeks of typhoons and monsoon rains in South Korea, which have killed more than a hundred people and damaged crops, were blamed for an upswing in consumer prices.","high winds and high level high levels of high levels of high winds, higher levels of highly higher levels of highly higher, while the higher",-0.2521456480026245,-0.35853099822998047,-0.14497818052768707,1.6924193825009328
고조되고 있는 미국의 이라크 공격 가능성과 연관된 원유 가격 상승 또한 물가 상승을 부추겼다.,linked to the growing prospect of a U.S. strike against Iraq also fanned inflation.,"that surge, crude prices of the united states, as the united states is expanding an increasingly bitter impact of u. s. inflation as well as a crude.",0.11988718807697296,0.006124456878751516,0.236000657081604,1.886782264636293
"한국은 세계 에서 네번째로 원유를 많이 수입하는 나라이며, 전적으로 원유 수입에 의존하고 있다.",South Korea is the world's fourth largest oil importer and wholly depends on imports of crude.,"yenae, a third of the world s most oil exports, is set to join the economy by the rising of a third term.",0.06367157399654388,-0.04795209318399429,0.17731140553951263,2.16015243499944
"중국, 독극물 범죄자에 사형 선고 중국 동부의 난징市에서 한 간이 음식점 주인이 경쟁업소가 판매하는 아침식사 음식물에 쥐약을 넣어 30명 이상이 사망하게 한 죄로 사형 선고를 받았다.","A snack store owner has been sentenced to death for spiking a competitor's breakfast foods with rat poison, resulting in the deaths of more than 30 people in the eastern Chinese city of Nanjing.","china has also asked the sick to to its standard poor s death, and a fast food company, blamed the winter, said daia it has ask",-0.030773473903536797,-0.07964623719453812,0.015666451305150986,1.644093561693344
첸 젱핑은 독극물을 사용한 죄로 난징 제1 중재 인민 법원에 의해 선고를 받았다고 관영 신화 통신이 보도했다.,"by the Nanjing No.1 Intermediate People's Court for usage of a dangerous substance, the official Xinhua news agency reported.",the associated press reported tuesday was sentenced to jail for a bailout by the jail of a public court in court officially given by the jailing of a separate court in jail,-0.07107985019683838,-0.13294418156147003,-0.011183703318238258,3.773564529272586
9월 14일에 발생한 중독 사건으로 38명이 사망했으며 200명 이상이 입원하게 됐다.,The September 14 poisonings and resulted in the hospitalization of more than 200 others.,"more than, people were killed and more than, were more than a deadly.",0.12456022202968597,0.06995917111635208,0.17744971811771393,5.816635421147515
모니카 베스라의 위에 종양이 너무 크게 자라 그녀는 임신 7개월이나 된 것 같아 보였다.,The tumor on her stomach had grown so large that Monica Besra appeared seven months pregnant.,"their three months probation, a month old grand jury for the best two months of the two months, two of the months of their",-0.09243272989988327,-0.13881324231624603,-0.048774346709251404,1.444580998177086
"내가 새벽 1시에 일어났을 때, 나는 커다란 종양이 사라졌다는 것을 알았습니다.""","When I got up at 1 in the morning, I found the big tumor had disappeared.''",when i tried to break the two front also took them to the front when they opened two goals on the new peninsula.,0.07059884071350098,0.054389264434576035,0.08386875689029694,2.0705706652424007
"교황 존 폴 2세의 교황청은 이 사건을 기적이라고 선언하였으며, 테레사 수녀를 성자로 선언하는 데 방해가 되고 있던 마지막 장애물 중의 하나를 처리하게 되었다고 이탈리아 통신사들이 보도했다.","Pope John Paul II's office has declared the event a miracle, clearing one of the final hurdles standing in the way of declaring the nun a saint, Italian news agencies reported.","the vatican said they would not have much longer, said john paul ii, a year old pop john paul, whose officials and political and john",-0.12198320031166077,-0.18877851963043213,-0.05704300478100777,1.5242216043548138
서방 세계가 9월 11일 사망한 수천명을 위하여 복수하고 정의를 이행하는 것은 올바른 일이다.,The West is right to seek vengeance and justice for the thousands killed on Sept.,"the world s second largest in october, which is in the world, which he leads the latest in a worldwide strike, this is the world s second large",-0.16177219152450562,-0.34361234307289124,0.030946990475058556,1.4262733286728255
범죄자들과 그 동조자들을 목표로 삼아야 한다.,Target the guilty and their allies.,a team of lawyers and their targets were ready to start.,0.3080381155014038,0.27057942748069763,0.34375110268592834,7.495553473355842
아울러 중요한 것은 우리가 무고한 사람들을 역사적인 잔인한 행위나 광신적 행위를 저지른 죄인이라고 생각하지 않는다는 것을 신중하게 입증해야 한다는 것이다.,"Just as importantly, we need to demonstrate with our restraint that we do not hold innocents accountable for the cruelties of history or the actions of fanatics.","important s remark that is very rarely known as people who are skinned more people, he said.",-0.02745869569480419,-0.028913674876093864,-0.02934744954109192,1.6913956476085643
"이번 사태의 경우 ""눈에는 눈으로""는 맹목적인 처방일 뿐이다.","“An eye for an eye,” in this case, is a prescription for blindness.","the eyes of the eyes is eye, and the remaining eyes.",0.1481051743030548,0.1345296949148178,0.15896478295326233,5.401123513017142
그러나 9월 11일의 잔혹 행위에 연루된 자들을 남김없이 아프가니스탄의 동굴에서 연기를 피워 몰아내더라도 전쟁은 끝나지 않을 것이다.,"11 atrocities is smoked out of the caves of Afghanistan, the war will not be won.","but a russian war on the left voice of their afghans, were on their seven hours of over south africa s top war on their airfield.",0.010762610472738743,-0.047433145344257355,0.06705835461616516,2.089941024608428
광신적인 집단들은 중동 정치의 공백 상태에서 법을 무시한 부패한 독재와 물라 및 성직자들의 이단적인 극단주의에 의해 자양분을 얻어가며 살아가고 있다.,"The fanatical groups exist in the vacuum of Middle Eastern politics, nurtured by the rot of its illegitimate dictatorships and the heretical extremism of its mullahs and clerics.","the muslims who have been the spiritual of up to, people in their homes, they have portrayed their political rights to create the risingse",-0.01301331166177988,-0.06913493573665619,0.04103945568203926,1.938497185665435
"이슬람 세계는 이 문제에 대해 책임이 있는 것도 아니지만, 그렇다고 결백한 것도 아니다.","Islam is not to blame for this, but neither is it innocent.","the world s viewalization has been compared to, but they may be still not yet yet yet yet yet yet yet yet yet",-0.10644795745611191,-0.28403958678245544,0.08133396506309509,3.741943603457605
"Edmund Burke가 말했듯이, ""악이 승리하기 위해 필요한 것은 선한 사람들이 아무 행동도 하지 않는 것 뿐이다.""","As Edmund Burke said, “All it takes for evil to triumph is for good men to do nothing.”","these are probably because they believe people will be able to form a government need, saying they had no feeling.",0.08059261739253998,0.07743318378925323,0.08076093345880508,2.273154356702287
서방 세계가 이 전쟁을 수행할 수 없는 명백한 이유가 있다.,"The West cannot fight this battle, for obvious reasons.","as part of this is reasonable, there is no reason to let the world war a war, which is war in cyberspace.",0.27313971519470215,0.17561976611614227,0.37198716402053833,1.982256626710344
그러나 서방 세계는 필요한 일을 할 수 없다.,But the West cannot do what is needed:,but as many as major cities needed into a world s second largest economy.,0.08559833467006683,-0.01544432807713747,0.18776820600032806,2.627961710408444
"그들은 항상 침략자로, 현대판 십자군 전사로 간주될 것이다.","It will always be seen as the invader, as latter-day Crusaders.","they will be able to crack all groups, including arrowheads in their hearts and hearts.",0.11912824213504791,0.1198505163192749,0.11554016917943954,3.234245292096216
이슬람 세계가 그러한 투쟁을 준비하는 징후는 거의 없다.,There are few signs that Islam is ready for such a struggle.,the world signed their world peace and conflict in the world.,0.2044062614440918,0.1730119287967682,0.23356489837169647,3.1157290929555894
"종교에 관한 한, 이슬람교는 아직 젊다는 것을 기억해야 한다.","Remember, as religions go, this one is still young.","the muslim government is cautiously, yet told a muslim.",0.02157537080347538,0.007827404886484146,0.03219740465283394,4.503733751056995
"불과 1,379년 전이다.","That is only 1,379 years ago.","and lost, years ago.",0.17615260183811188,0.2697831392288208,0.08325327187776566,25.57539057896621
"이와 비교해, 1379년에 기독교 문명의 유럽은 십자군 전쟁을 막 끝내고 중세의 암흑 시대에 빠져 있었다.","By comparison, Christian Europe in the year 1379 was just finished with the Crusades and mired in its Dark Ages.","in, years, angry,, were linked to the bases and entering the number of pre war remains inside the vehicle.",-0.010608279146254063,0.013608370907604694,-0.03784213960170746,2.46233736722218
"그 이후에도 유럽에는 종교 재판의 공포와 종교 개혁, 갖가지 종교적 광신주의가 난무했고, 르네상스와 계몽 운동, 이와함께 혁명과 제국주의, 나찌즘과 공산주의, 히로시마의 조직적 살인 행위가 있었다.","Ahead still was the horror of the Inquisition, the Reformation and all of its religious fanaticism, the Renaissance, the Enlightenment, along with revolution and imperialism and then the mechanized murder of Naziism, Communism and Hiroshima.","in europe, they celebrated their trials to and his reforms in and to have the ability to try to understand their first trial and religious and education reforms",-0.07459522038698196,-0.11491183191537857,-0.03715803846716881,1.383719845477181
물론 문명간의 비유를 한다는 것은 큰 잘못이다.,"Of course, the analogy between civilizations is deeply flawed.","the others have given their differences over their s, said gasoline.",0.14667275547981262,0.04693081974983215,0.24758972227573395,4.065425428798724
잘된다면 이슬람 문명은 서방 세계가 저지른 실수에서 교훈을 얻을 것이다.,"in the best-case scenario, Islamic civilization will learn from the mistakes of the West.","if the muslims worldwide, is a world anti world war ii in the town of islam as well as the world s top, he said.",0.06887046992778778,-0.02199292927980423,0.1600043922662735,3.652945772536268
"그러나 솔직히, 지금 당장은 이러한 희망을 뒷받침해줄 만한 증거가 많지 않다.","Admittedly, there is not a great deal of evidence to support this hope right now.",but the city has not yet been much more man than taking part in a case of.,0.20048722624778748,0.12780067324638367,0.27260687947273254,3.0372940354383413
"""세속적인"" 회교 국가들이 존재하고 있지만, 보통은 불안한 상태로, 그리고 서방의 간섭이나 식민 지배의 결과로서 존재하고 있다.","“Secular” Muslim states exist, but usually uncomfortably and as the result of Western meddling or the colonial period.","and that s all the reasons for the outcome of about people in a public area with the rising, he said.",0.03785790130496025,0.04012858122587204,0.032461993396282196,2.577168813572977
이슬람 세계 대부분이 이런 국가들을 서방의 아첨꾼이라고 경멸한다.,Much of the Islamic world looks down on these states as lackeys of the West:,most of these are muslims.,0.3027166724205017,0.38212642073631287,0.22344768047332764,1.8231094563196564
"예를들어, 터어키, 요르단, 모로코등이 그렇다.","Turkey, for instance, or Jordan or Morocco","the rounds are all models and shaped all parties, which have shaped all the model, which moran all parties, along with all parties, and",-0.10862696915864944,-0.252240389585495,0.040219876915216446,1.5880117714047368
워싱턴州 야키마의 한 법원은 운전자들에게 법정에 출두하는 대신 그들의 해명이나 진술을 이메일로 보내는 것을 허용하고 있다.,is allowing drivers to e-mail their excuses or explanations instead of appearing in court.,"a court barred the many when asked to stop their verdicts and sent them to their verdicts, and many people tried to move to hear them from",0.06282822042703629,0.01242437306791544,0.11115222424268723,1.7574239156849023
다른 법원들도 변호사들이 변론 취지서를 온라인으로 제출하는 것을 허용하고 있다.,Other courts allow attorneys to file briefs online.,other judges lawyered their own use and ordered others to keep them from other prosecutors.,0.2495640218257904,0.17509549856185913,0.3237136900424957,2.908317710573758
그리고 많은 카운티들이 위반자들에게 인터넷 상으로 교통 위반 벌금을 내도록 하고 있다.,And many counties let offenders pay traffic fines But Yakima County is believed to be the first The county is doing it to ease court overcrowding.,many counts of the victims who have served up for their own homes.,0.04281770810484886,0.058145370334386826,0.02448975294828415,1.4767281134317447
게다가 피고인들은 판사 앞에 출두하기 위해 하루 일을 허비할 필요도 없다.,defendants don't have to miss a day of work to appear before the judge.,"these days, judges and rules needed to break up to work next week to resolve the need for mayors.",0.17008773982524872,0.1111985296010971,0.2275979220867157,2.7156804039319287
"제임스 켈리 미국 국무차관은 지난 주 에 있었던 북한과의 회담이 ""솔직하고"" ""유용한"" 것이었다고 설명했으나, 현 단계에서 더 이상의 회담 계획은 없다고 말했다.","Assistant Secretary of State James Kelly has described last week's talks with North Korea as ""frank"" and ""useful"" there were no plans for any further meetings Washington would review the talks before deciding its future stance.","the top u. s. state department said that north korea s new round of talks would resume discussions on north korea s nuclear weapons last october, but was",0.09549605846405029,0.12098463624715805,0.06735265254974365,1.3595277621248645
"라고 외치면서, 5,000명 정도로 추산되는 사람들이 실행될지도 모르는 미국의 이라크 군사 공격을 반대하여 오레곤州 포틀랜드 중심가에 모여들었는데, 이는 전국에 걸쳐 계획된 그러한 많은 항의 시위들 중 하나였다.","Chanting ""no more war,"" an estimated 5,000 people rallied in downtown Portland, Oregon, one of a number of such protests planned across the nation.","the u. s. military has no start of the war in iraq, saying they consider the pictures of the u. s. military,",-0.00930052064359188,0.04968263581395149,-0.07010533660650253,2.153455052131091
미국 서부 해안의 항만 파업을 중지하도록 한 조지 W. 부시 대통령의 조치는 상품을 하역시키는 것이 최고 10주일까지 지연될 것 같은 많은 아시아의 수출국들에게는 너무 늦게 취해진 것이다.,have come too late for many Asian exporters who will still face delays of up to 10 weeks to get their products unloaded.,"with a u. s. coastline america, the u. s. president george w. bush on wednesday told the president, bush told",-0.19097410142421722,-0.1888255625963211,-0.1969912201166153,1.387819277861591
"설상가상으로, 세계 최대 해운업체인 Maersk가 홍콩에서 신규 화물 예약 접수를 중단한 것과 때를 같이 하여, 중국의 공장들이 일주일간의 휴무를 끝내고 다시 조업에 들어갔다.","To make matters worse, just as the world's largest shipping line, Maersk, has stopped Chinese factories have swung back into action after a week-long holiday.","they are expected to be at a. m. in new mexico, brazil, china, china, china, china, chin",-0.2177734375,-0.3162703812122345,-0.11913082748651505,1.9192650228056964
